,Player,MPG,PER,OWS,DWS,WS,OBPM,BPM,VORP,Years_Played,Fantasy_PPG
6472,Aaron Gray,12.77,11.5,0.5,0.8,1.3,-2.1,-1.5,0.1,2.0,9.004464285714286
6473,Gerald Green,9.89,11.4,-0.3,0.3,0.0,-3.4,-6.4,-0.4,4.0,7.5855263157894735
6474,Jeff Green,36.83,13.9,1.8,2.4,4.2,-0.5,-0.8,0.8,2.0,28.82371794871795
6475,Willie Green,22.57,11.1,1.1,1.2,2.3,-0.9,-2.7,-0.3,6.0,14.589506172839506
6476,Donte Greene,13.18,5.2,-1.2,0.1,-1.1,-5.1,-7.8,-1.1,1.0,7.204545454545454
6477,Malik Hairston,10.33,12.0,-0.1,0.3,0.1,-4.3,-1.6,0.0,1.0,7.283333333333333
6478,Richard Hamilton,34.01,16.9,3.1,1.4,4.5,2.1,-0.1,1.1,10.0,28.992537313432837
6479,Matt Harpring,11.0,12.3,0.4,0.8,1.2,-2.4,-3.0,-0.2,11.0,8.067460317460318
6480,Al Harrington,34.88,15.9,1.9,2.0,3.9,0.6,-1.1,0.6,11.0,32.36643835616438
6481,Devin Harris,36.14,21.6,5.9,1.7,7.5,3.9,2.5,2.8,5.0,38.56159420289855
6482,Jason Hart,8.92,6.5,-0.5,0.2,-0.3,-6.0,-6.9,-0.4,7.0,5.339743589743589
6483,Trenton Hassell,20.64,7.2,0.2,0.4,0.7,-3.3,-3.0,-0.3,8.0,8.910377358490566
6484,Spencer Hawes,29.34,13.0,-0.4,1.2,0.8,-2.4,-2.1,-0.1,2.0,23.57792207792208
6485,Chuck Hayes,12.08,7.8,-0.1,1.7,1.6,-4.1,0.0,0.4,3.0,6.950704225352113
6486,Jarvis Hayes,24.76,10.8,1.0,1.2,2.1,-1.3,-2.8,-0.4,6.0,15.756756756756756
6487,Luther Head,15.56,9.9,0.0,0.6,0.6,-2.6,-3.0,-0.1,4.0,10.1171875
6488,Walter Herrmann,10.68,11.4,0.5,0.5,1.0,-0.6,-3.2,-0.2,3.0,6.983050847457627
6489,Nene Hilario,32.6,18.8,5.6,3.7,9.3,1.3,3.4,3.4,6.0,28.7012987012987
6490,George Hill,16.49,11.6,0.2,2.0,2.1,-2.8,-1.8,0.1,1.0,11.844155844155845
6491,Grant Hill,29.82,15.2,3.5,1.9,5.3,0.3,1.0,1.8,14.0,23.503048780487806
6492,Kirk Hinrich,26.25,13.9,1.3,1.3,2.6,0.8,0.4,0.8,6.0,21.431372549019606
6493,Al Horford,33.46,17.0,3.3,3.5,6.8,-0.7,2.3,2.5,2.0,28.5
6494,Eddie House,18.26,15.4,2.5,2.4,4.9,2.4,2.0,1.5,9.0,15.274691358024691
6495,Dwight Howard,35.71,25.4,6.2,7.6,13.8,0.1,4.4,4.6,5.0,42.45886075949367
6496,Josh Howard,31.98,17.0,1.5,1.7,3.2,0.1,-0.9,0.5,6.0,29.16346153846154
6497,Larry Hughes,26.89,13.4,0.8,1.3,2.1,-0.5,-1.1,0.3,11.0,21.79090909090909
6498,Lindsey Hunter,9.5,7.9,-0.3,0.3,0.0,-2.7,-4.2,-0.1,16.0,6.446428571428571
6499,Andre Iguodala,39.87,18.4,5.6,3.5,9.2,2.8,3.8,4.8,5.0,35.59756097560975
6500,Zydrunas Ilgauskas,27.15,18.0,2.1,3.5,5.6,-1.9,-0.9,0.5,10.0,25.25
6501,Didier Ilunga-Mbenga,7.87,13.9,-0.1,0.4,0.3,-4.8,1.2,0.1,2.0,7.554347826086956
6502,Royal Ivey,12.13,7.6,0.2,0.8,0.9,-1.8,-2.2,0.0,5.0,6.672535211267606
6503,Jarrett Jack,33.12,13.1,2.3,1.8,4.1,0.0,-0.7,0.9,4.0,24.442073170731707
6504,Bobby Jackson,20.9,12.4,0.8,0.4,1.2,-0.5,-2.2,-0.1,12.0,15.580985915492958
6505,Darnell Jackson,8.43,7.2,0.2,0.7,0.8,-4.1,-4.2,-0.2,1.0,4.21078431372549
6506,Stephen Jackson,39.64,16.1,1.5,0.7,2.2,1.7,0.2,1.3,9.0,38.42372881355932
6507,LeBron James,37.7,31.7,13.7,6.5,20.3,9.4,13.0,11.6,6.0,53.876543209876544
6508,Mike James,27.03,9.7,-0.2,0.0,-0.1,-1.4,-4.0,-0.8,8.0,17.081967213114755
6509,Antawn Jamison,38.22,20.6,6.6,1.6,8.1,2.8,0.7,2.1,11.0,38.28703703703704
6510,Marko Jaric,11.42,7.3,-0.9,0.5,-0.4,-4.7,-4.5,-0.4,7.0,6.69811320754717
6511,Al Jefferson,36.72,23.1,2.9,2.0,4.9,0.6,0.7,1.2,5.0,41.26
6512,Dontell Jefferson,14.0,12.7,0.0,0.1,0.2,-3.1,-2.0,0.0,1.0,9.958333333333334
6513,Richard Jefferson,35.84,15.4,4.2,2.4,6.6,1.0,-0.2,1.3,8.0,30.277439024390244
6514,Jared Jeffries,23.39,9.4,0.3,0.9,1.2,-2.2,-0.4,0.5,7.0,13.441964285714286
6515,Yi Jianlian,23.3,10.9,-0.5,1.3,0.7,-3.5,-4.3,-0.8,2.0,17.639344262295083
6516,Anthony Johnson,18.51,10.3,0.7,2.1,2.8,-1.8,-1.3,0.3,12.0,11.75
6517,Joe Johnson,39.54,18.2,5.1,2.5,7.6,2.9,1.7,3.0,8.0,37.212025316455694
6518,Dahntay Jones,18.05,9.0,0.7,1.3,2.0,-2.3,-2.3,-0.1,6.0,10.344936708860759
6519,Fred Jones,28.75,10.4,1.1,0.5,1.6,-1.1,-2.1,0.0,7.0,17.764423076923077
6520,James Jones,15.75,8.4,0.4,0.5,0.9,-1.9,-2.9,-0.1,6.0,8.75625
6521,Solomon Jones,10.71,12.0,1.2,0.7,1.9,-2.0,-1.4,0.1,3.0,6.765873015873016
6522,Jason Kapono,22.89,8.9,0.3,0.5,0.8,-1.2,-3.5,-0.7,6.0,13.0125
6523,Jason Kidd,35.63,16.9,4.6,3.9,8.5,2.3,4.5,4.7,15.0,33.23148148148148
6524,Tarence Kinsey,5.54,11.0,0.2,0.5,0.6,-2.8,-3.3,-0.1,3.0,3.435
6525,Andrei Kirilenko,27.33,16.8,2.0,2.6,4.6,-0.2,2.4,2.0,8.0,24.98134328358209
6526,Linas Kleiza,22.24,13.2,2.1,1.5,3.6,0.1,-2.1,0.0,4.0,16.396341463414632
6527,Brevin Knight,12.68,9.5,-0.6,1.3,0.7,-4.2,-3.4,-0.3,12.0,8.72972972972973
6528,Kyle Korver,24.03,12.1,1.9,1.8,3.7,0.3,0.2,1.0,6.0,17.612179487179485
6529,Rob Kurz,11.05,11.8,0.5,0.2,0.7,-1.1,-2.3,0.0,1.0,8.85
6530,Carl Landry,21.26,17.7,3.7,2.2,5.9,0.2,0.4,0.9,2.0,16.442028985507246
6531,Acie Law,10.18,10.6,0.3,0.4,0.7,-3.0,-5.0,-0.4,2.0,6.65
6532,Courtney Lee,25.18,10.7,1.3,3.1,4.4,-1.0,0.5,1.2,1.0,15.467532467532468
6533,David Lee,34.86,19.0,5.9,3.1,9.0,0.4,1.5,2.5,2.0,32.885802469135804
6534,Rashard Lewis,36.19,16.8,4.7,4.8,9.5,2.7,4.2,4.5,11.0,32.379746835443036
6535,Brook Lopez,30.5,17.9,3.2,2.7,5.8,-1.2,0.0,1.2,1.0,26.820121951219512
6536,Robin Lopez,10.23,11.6,0.6,0.4,1.1,-2.1,-2.3,0.0,1.0,6.9125
6537,Kevin Love,25.28,18.3,3.4,1.9,5.3,-0.7,-1.1,0.5,1.0,23.515432098765434
6538,Kyle Lowry,21.81,14.4,1.8,1.8,3.6,-0.5,-0.7,0.6,3.0,16.983766233766232
6539,Tyronn Lue,11.84,10.3,0.5,0.4,0.8,-1.2,-3.4,-0.2,11.0,7.607954545454546
6540,Corey Maggette,31.14,16.9,2.8,0.6,3.3,0.2,-2.6,-0.2,10.0,28.71078431372549
6541,Stephon Marbury,18.0,4.4,-0.9,0.5,-0.3,-6.2,-7.3,-0.6,13.0,9.097826086956522
6542,Shawn Marion,35.8,16.0,2.1,3.1,5.2,-0.8,1.1,1.9,10.0,28.753623188405797
6543,Sean Marks,13.97,8.8,0.2,1.0,1.2,-4.5,-4.1,-0.5,7.0,7.566666666666666
6544,Donyell Marshall,7.56,18.9,0.6,0.2,0.8,4.4,3.3,0.3,15.0,7.77
6545,Cartier Martin,8.06,9.2,0.1,0.3,0.4,-2.7,-3.5,-0.1,1.0,5.1893939393939394
6546,Kenyon Martin,31.98,13.6,0.9,3.1,4.0,-1.6,0.9,1.6,9.0,25.015151515151516
6547,Kevin Martin,38.18,19.2,4.7,0.1,4.7,3.1,-0.3,0.8,5.0,37.049019607843135
6548,Desmond Mason,27.28,7.1,-1.0,0.7,-0.3,-5.0,-4.9,-0.8,7.0,13.929487179487179
6549,Roger Mason,30.44,11.9,1.9,2.9,4.7,0.0,-0.4,1.0,5.0,20.34451219512195
6550,Jason Maxiell,18.05,15.8,2.6,1.5,4.1,-0.3,0.1,0.7,2.0,12.217948717948717
6551,Sean May,12.54,6.2,-0.7,0.4,-0.3,-7.8,-8.8,-0.5,3.0,6.875
6552,O.J. Mayo,38.05,14.2,1.5,1.8,3.4,0.7,-0.9,0.9,1.0,29.0609756097561
6553,Luc Mbah,25.78,12.3,1.2,2.8,4.0,-1.9,0.2,1.2,1.0,17.347560975609756
6554,Rashad McCants,18.98,13.0,0.0,0.5,0.6,-0.9,-3.5,-0.4,4.0,15.75
6555,Tracy McGrady,33.74,16.3,0.9,1.8,2.7,0.4,1.4,1.0,12.0,31.107142857142858
6556,Dominic McGuire,26.23,10.8,0.5,1.3,1.7,-2.7,-0.5,0.8,2.0,16.518987341772153
6557,Josh McRoberts,8.45,12.5,0.0,0.4,0.4,-3.3,-1.1,0.1,1.0,7.083333333333333
6558,Pops Mensah-Bonsu,12.86,14.5,0.0,0.4,0.3,-3.6,-6.2,-0.3,1.0,11.125
6559,C.J. Miles,22.54,11.8,1.6,1.3,2.9,0.1,-0.9,0.4,4.0,15.774305555555555
6560,Darius Miles,8.76,16.1,0.1,0.4,0.5,-2.9,-1.2,0.1,7.0,7.5
6561,Andre Miller,36.29,18.6,6.2,2.5,8.8,2.8,2.8,3.6,10.0,32.484756097560975
6562,Brad Miller,30.0,16.7,3.6,1.5,5.1,0.6,1.2,1.7,11.0,26.67142857142857
6563,Mike Miller,32.27,13.8,2.8,1.4,4.2,0.6,1.4,2.1,9.0,23.910958904109588
6564,Paul Millsap,30.13,18.6,4.5,3.3,7.7,1.3,3.3,3.0,3.0,28.19078947368421
6565,Cuttino Mobley,33.18,10.3,-0.3,0.1,-0.1,-2.8,-5.1,-0.3,11.0,20.75
6566,Jamario Moon,25.85,13.3,2.4,2.5,4.9,-0.4,1.6,1.9,2.0,18.45
6567,Adam Morrison,13.67,5.7,-0.6,0.6,0.0,-3.8,-5.5,-0.6,2.0,7.134615384615385
6568,Anthony Morrow,22.61,14.7,3.0,0.0,3.0,1.9,-1.0,0.4,1.0,17.253731343283583
6569,Troy Murphy,34.0,17.8,5.2,3.4,8.5,2.0,3.0,3.1,8.0,33.986301369863014
6570,Ronald Murray,24.69,14.7,1.2,2.0,3.1,-0.2,-1.5,0.3,7.0,19.7875
6571,Eduardo Najera,11.81,7.7,-0.2,0.3,0.1,-3.7,-3.8,-0.1,9.0,6.703703703703703
6572,Steve Nash,33.57,19.5,6.7,0.5,7.3,3.5,0.0,1.3,13.0,33.42567567567568
6573,DeMarcus Nelson,13.15,6.5,-0.3,0.1,-0.3,-5.6,-6.6,-0.2,1.0,7.480769230769231
6574,Jameer Nelson,31.17,20.6,3.9,2.1,6.0,4.8,5.1,2.4,5.0,31.339285714285715
6575,Rasho Nesterovic,17.34,14.1,1.1,1.1,2.2,-1.1,-0.8,0.4,8.0,13.732142857142858
6576,Demetris Nichols,3.5,8.8,0.0,0.0,0.0,-9.7,-17.3,-0.1,1.0,3.1875
6577,Joakim Noah,24.22,16.5,3.8,2.7,6.4,0.5,3.4,2.6,2.0,20.046875
6578,Andres Nocioni,26.2,12.2,1.4,1.4,2.8,-0.4,-2.0,0.0,5.0,20.55921052631579
6579,Steve Novak,16.35,13.5,2.0,0.2,2.2,1.6,-1.9,0.0,3.0,11.732394366197184
6580,Dirk Nowitzki,37.65,23.1,7.5,3.4,10.9,1.9,1.2,2.4,11.0,42.339506172839506
6581,Patrick O'Bryant,6.54,11.8,-0.2,0.5,0.3,-5.3,-3.1,-0.1,1.0,5.42948717948718
6582,Jermaine O'Neal,29.81,15.4,0.2,2.3,2.6,-2.8,-1.1,0.5,13.0,26.143382352941178
6583,Fabricio Oberto,12.54,10.6,0.8,0.8,1.7,-1.7,-0.1,0.3,3.0,6.652777777777778
6584,Lamar Odom,29.69,16.6,2.7,4.2,6.9,-0.1,2.9,2.9,10.0,27.137820512820515
6585,Mehmet Okur,33.46,17.5,4.5,2.9,7.4,1.2,1.4,2.1,7.0,31.04513888888889
6586,Kevin Ollie,17.0,9.9,0.9,0.3,1.2,-2.6,-3.8,-0.4,9.0,9.74
6587,Travis Outlaw,27.73,15.1,3.0,2.3,5.3,0.1,-0.4,0.9,5.0,21.441358024691358
6588,Zaza Pachulia,19.13,14.1,2.0,1.9,3.9,-1.5,-1.3,0.2,5.0,13.685064935064934
6589,Anthony Parker,32.96,12.1,1.4,2.0,3.4,0.0,0.6,1.7,5.0,22.88125
6590,Tony Parker,34.11,23.4,5.6,3.0,8.6,3.9,3.1,3.2,8.0,35.60069444444444
6591,Chris Paul,38.49,30.0,13.3,5.0,18.3,9.1,11.2,10.0,4.0,51.67628205128205
6592,Sasha Pavlovic,15.95,8.6,0.2,1.5,1.7,-2.0,-1.8,0.0,6.0,9.117424242424242
6593,Oleksiy Pecherov,8.66,14.5,0.4,0.1,0.5,-0.8,-6.6,-0.3,2.0,7.0234375
6594,Kendrick Perkins,29.64,13.2,1.1,4.5,5.6,-1.9,2.2,2.4,4.0,21.125
6595,Morris Peterson,11.98,10.7,0.0,0.6,0.6,-2.3,-4.3,-0.3,9.0,8.203488372093023
6596,Johan Petro,11.41,8.1,-0.6,0.8,0.2,-6.1,-6.3,-0.6,2.0,7.862244897959184
6597,Paul Pierce,37.47,17.7,5.5,4.8,10.3,1.7,2.5,3.4,11.0,34.15432098765432
6598,Mickael Pietrus,24.61,11.6,1.0,2.0,3.0,-0.2,0.5,0.8,6.0,17.296296296296298
6599,James Posey,28.53,10.8,1.7,2.6,4.2,-0.6,-0.3,0.9,10.0,18.553333333333335
6600,Ronnie Price,14.19,8.5,-0.7,0.8,0.1,-3.3,-3.5,-0.3,4.0,9.3125
6601,Tayshaun Prince,37.28,15.0,3.7,2.5,6.2,0.4,0.8,2.2,7.0,27.140243902439025
6602,Gabe Pruitt,7.79,7.6,-0.2,0.6,0.4,-3.2,-2.7,-0.1,2.0,4.904255319148936
6603,Joel Przybilla,23.8,15.4,3.2,3.4,6.6,-1.4,0.4,1.2,3.0,17.5640243902439
6604,Chris Quinn,14.58,12.9,1.5,0.6,2.1,-0.1,-2.9,-0.2,3.0,10.587121212121213
6605,Vladimir Radmanovic,18.53,11.0,0.0,1.8,1.9,-0.9,-1.4,0.2,8.0,12.875
6606,Anthony Randolph,17.92,16.9,0.4,1.2,1.6,-2.8,-2.5,-0.1,1.0,18.0
6607,Shavlik Randolph,3.7,19.4,0.0,0.0,0.0,-3.8,-12.2,-0.1,1.0,2.875
6608,Zach Randolph,35.14,19.6,1.7,1.4,3.0,0.3,-1.2,0.3,7.0,35.555
6609,Michael Redd,36.45,17.9,2.3,0.9,3.2,3.2,1.1,1.0,9.0,32.27272727272727
6610,J.J. Redick,17.36,9.9,0.8,1.5,2.3,-1.0,-1.3,0.2,3.0,10.515625
6611,Jason Richardson,33.47,16.7,4.3,1.5,5.8,2.4,1.1,1.9,8.0,28.32638888888889
6612,Jeremy Richardson,7.75,2.8,-0.3,0.1,-0.2,-8.7,-12.7,-0.3,2.0,4.6875
6613,Quentin Richardson,26.31,11.6,1.0,1.1,2.1,-0.5,-1.5,0.2,9.0,19.38888888888889
6614,Luke Ridnour,28.24,12.9,1.2,2.2,3.4,-0.5,-0.3,0.9,6.0,22.833333333333332
6615,Anthony Roberson,9.52,11.4,0.1,0.1,0.2,0.1,-3.4,-0.1,3.0,7.413793103448276
6616,Nate Robinson,29.85,18.9,4.4,1.5,5.9,3.7,2.6,2.6,4.0,30.75337837837838
6617,Sergio Rodriguez,15.31,12.5,0.5,1.2,1.7,-0.5,-1.6,0.1,3.0,11.65
6618,Rajon Rondo,33.02,18.8,4.8,5.1,9.9,2.0,4.5,4.3,3.0,31.175
6619,Derrick Rose,37.04,16.0,3.4,1.5,4.9,0.9,-0.6,1.1,1.0,30.070987654320987
6620,Malik Rose,12.37,5.3,-0.8,0.4,-0.4,-6.8,-7.3,-0.6,13.0,7.1118421052631575
6621,Quinton Ross,17.12,6.9,-0.1,0.7,0.6,-3.1,-3.6,-0.5,5.0,8.330882352941176
6622,Brandon Roy,37.22,24.0,10.9,2.6,13.5,5.9,5.8,5.7,3.0,38.580128205128204
6623,Brandon Rush,24.04,9.0,-0.4,1.3,0.9,-2.6,-3.4,-0.7,1.0,14.733333333333333
6624,Kareem Rush,7.96,6.3,-0.1,0.1,0.0,-3.6,-5.7,-0.2,6.0,4.14
6625,John Salmons,37.46,16.0,4.7,0.8,5.6,1.7,-0.1,1.4,7.0,30.395569620253166
6626,Cheikh Samb,4.61,5.3,-0.4,0.1,-0.2,-12.4,-12.1,-0.2,1.0,3.7222222222222223
6627,Brian Scalabrine,12.92,7.4,0.4,0.7,1.1,-1.4,-1.4,0.1,8.0,6.871794871794871
6628,Luis Scola,30.34,17.0,4.3,4.3,8.6,-0.1,1.4,2.1,2.0,24.890243902439025
6629,Thabo Sefolosha,22.02,12.1,0.4,1.8,2.2,-1.8,0.5,0.9,3.0,15.878787878787879
6630,Ramon Sessions,27.51,17.6,3.5,2.1,5.6,1.1,0.8,1.5,2.0,25.629746835443036
6631,Walter Sharpe,2.5,4.8,-0.1,0.0,-0.1,-12.0,-16.5,-0.1,1.0,1.8125
6632,Bobby Simmons,24.35,12.0,2.4,1.0,3.4,1.2,0.5,1.1,7.0,16.285211267605632
6633,Sean Singletary,8.19,6.7,-0.2,0.2,0.0,-3.6,-4.9,-0.2,1.0,4.8175675675675675
6634,James Singleton,14.26,16.4,1.9,1.1,3.0,-0.3,-0.4,0.4,3.0,11.544354838709678
6635,Brian Skinner,16.53,10.6,-0.3,0.7,0.4,-5.1,-3.8,-0.4,3.0,11.191176470588236
6636,Craig Smith,19.73,16.9,2.3,0.8,3.1,-0.1,-1.3,0.3,3.0,15.41891891891892
6637,J.R. Smith,27.72,16.8,3.6,2.2,5.8,3.0,1.7,2.1,5.0,26.046296296296298
6638,Joe Smith,19.33,13.8,1.4,1.4,2.7,-2.2,-1.9,0.0,14.0,14.381578947368421
6639,Josh Smith,35.09,17.2,1.3,3.6,4.9,-0.8,1.7,2.3,5.0,30.956521739130434
6640,Will Solomon,13.43,12.5,0.1,0.4,0.5,-1.1,-4.0,-0.4,2.0,10.523584905660377
6641,Darius Songaila,19.75,13.9,1.8,0.7,2.4,-0.8,-1.5,0.2,5.0,13.837662337662337
6642,Marreese Speights,15.99,17.9,2.4,1.5,3.8,-0.7,-1.7,0.1,1.0,14.126582278481013
6643,Jerry Stackhouse,16.2,3.4,-0.5,0.1,-0.4,-6.5,-8.3,-0.3,14.0,8.25
6644,DeShawn Stevenson,27.69,6.9,-0.6,0.0,-0.6,-2.2,-4.7,-0.6,9.0,14.796875
6645,Peja Stojakovic,34.25,12.5,1.9,1.9,3.8,0.6,-0.6,0.7,11.0,23.50409836065574
6646,Amar'e Stoudemire,36.75,20.3,4.6,1.4,6.1,1.3,1.0,1.5,7.0,35.70754716981132
6647,Rodney Stuckey,31.86,14.8,1.7,2.2,3.8,0.0,-0.5,1.0,2.0,25.04113924050633
6648,Stromile Swift,9.74,6.8,-0.3,0.2,-0.1,-6.8,-8.6,-0.3,9.0,6.171052631578948
6649,Wally Szczerbiak,20.64,12.1,2.3,2.2,4.5,-0.2,-0.2,0.7,10.0,13.344594594594595
6650,Mike Taylor,15.12,10.1,-0.9,0.4,-0.4,-3.8,-5.5,-0.7,1.0,10.544117647058824
6651,Sebastian Telfair,27.93,10.8,0.0,0.8,0.8,-1.2,-3.4,-0.7,5.0,19.89
6652,Jason Terry,33.66,19.3,5.4,1.9,7.3,4.3,2.5,2.8,10.0,31.89527027027027
6653,Kurt Thomas,17.77,14.0,1.8,2.7,4.5,-2.2,1.1,1.1,12.0,13.018987341772151
6654,Tim Thomas,19.48,12.2,0.9,0.8,1.7,-0.8,-2.5,-0.2,12.0,14.8046875
6655,Tyrus Thomas,27.53,15.9,1.2,3.4,4.6,-2.5,0.2,1.2,3.0,25.09493670886076
6656,Jason Thompson,28.09,13.9,1.8,0.9,2.7,-1.7,-2.7,-0.4,1.0,21.329268292682926
6657,Al Thornton,37.38,12.6,0.2,1.0,1.3,-2.3,-3.5,-1.0,2.0,26.83450704225352
6658,Anthony Tolliver,10.95,7.6,-0.3,0.3,0.0,-3.1,-3.2,-0.1,1.0,6.881578947368421
6659,Alando Tucker,9.4,13.0,0.2,0.0,0.2,-1.2,-5.8,-0.3,2.0,6.558333333333334
6660,Ronny Turiaf,21.47,14.5,2.2,1.4,3.6,-1.5,1.7,1.6,3.0,19.120253164556964
6661,Hedo Turkoglu,36.56,14.8,3.0,4.4,7.3,0.9,2.1,2.9,9.0,31.256493506493506
6662,Ime Udoka,15.45,9.5,-0.5,1.7,1.3,-3.3,-2.1,0.0,5.0,9.873134328358208
6663,Beno Udrih,31.1,12.3,1.0,0.2,1.2,-0.9,-2.8,-0.4,5.0,21.996575342465754
6664,Roko Ukic,12.36,9.8,-0.8,0.4,-0.4,-2.9,-5.4,-0.8,1.0,8.5625
6665,Anderson Varejao,28.47,14.6,3.3,4.7,8.0,-1.2,1.6,2.1,5.0,20.28395061728395
6666,Jacque Vaughn,9.73,7.6,-0.2,0.3,0.1,-5.8,-7.5,-0.4,12.0,5.65
6667,Charlie Villanueva,26.86,18.6,2.2,2.7,4.9,1.0,0.7,1.4,4.0,28.483974358974358
6668,Sasha Vujacic,16.16,12.6,1.8,1.9,3.7,0.8,0.8,0.9,5.0,12.93125
6669,Dwyane Wade,38.58,30.4,10.3,4.4,14.7,8.7,10.7,9.7,6.0,53.471518987341774
6670,Von Wafer,19.44,14.7,1.1,1.6,2.6,-0.3,-1.5,0.2,3.0,15.035714285714286
6671,Henry Walker,7.45,10.9,0.2,0.3,0.5,-2.0,-2.0,0.0,1.0,4.560344827586207
6672,Gerald Wallace,37.59,18.6,4.9,4.6,9.5,1.2,4.1,4.1,8.0,34.38380281690141
6673,Rasheed Wallace,32.17,14.9,1.6,3.4,5.1,-0.3,1.4,1.8,14.0,28.071969696969695
6674,Luke Walton,17.94,11.3,0.7,1.3,2.0,-1.6,-1.5,0.2,6.0,12.284615384615385
6675,Hakim Warrick,24.74,16.9,3.0,1.7,4.7,-1.1,-2.4,-0.2,3.0,19.371951219512194
6676,C.J. Watson,24.45,14.2,2.7,0.6,3.3,0.5,-1.1,0.4,2.0,18.925324675324674
6677,Earl Watson,26.12,9.5,-1.2,1.1,-0.2,-3.4,-5.0,-1.4,8.0,17.330882352941178
6678,Kyle Weaver,20.82,10.2,0.2,1.0,1.2,-1.9,-1.1,0.3,1.0,12.441964285714286
6679,Sonny Weems,4.58,-3.9,-0.3,0.0,-0.3,-12.6,-17.2,-0.2,1.0,1.5625
6680,David West,39.24,18.9,4.2,3.5,7.8,-0.6,-0.5,1.2,6.0,35.9078947368421
6681,Delonte West,33.62,14.1,3.0,3.4,6.4,1.1,2.3,2.3,5.0,24.140625
6682,Mario West,5.08,10.0,0.0,0.4,0.4,-2.9,-0.1,0.1,2.0,3.0
6683,Russell Westbrook,32.54,15.2,-0.1,2.0,1.9,0.1,-0.1,1.3,1.0,28.960365853658537
6684,Chris Wilcox,16.92,13.3,0.1,1.0,1.1,-3.2,-4.1,-0.6,5.0,12.641129032258064
6685,Damien Wilkins,15.51,8.3,-0.4,0.4,0.0,-3.3,-4.7,-0.4,5.0,9.737804878048781
6686,Deron Williams,36.84,21.1,6.5,1.9,8.4,4.3,1.8,2.4,4.0,40.125
6687,Lou Williams,23.69,16.3,1.6,1.7,3.4,0.7,-0.9,0.5,4.0,21.50925925925926
6688,Marcus Williams,6.0,3.7,-0.1,0.0,-0.1,-6.7,-11.7,-0.1,3.0,3.8333333333333335
6689,Marvin Williams,34.31,16.0,3.9,2.2,6.1,0.8,0.9,1.5,4.0,26.471311475409838
6690,Mo Williams,34.99,17.2,6.1,3.7,9.8,3.0,2.3,3.1,6.0,29.814814814814813
6691,Shawne Williams,11.33,7.5,-0.2,0.2,0.0,-5.8,-7.4,-0.2,3.0,7.666666666666667
6692,Shelden Williams,11.38,13.7,0.0,0.5,0.5,-4.7,-5.4,-0.4,3.0,9.294444444444444
6693,Metta World,35.54,15.6,1.6,4.0,5.5,1.1,2.3,2.7,10.0,31.847826086956523
6694,Antoine Wright,23.88,8.6,0.3,1.2,1.4,-1.6,-1.7,0.1,4.0,13.684615384615384
6695,Brandan Wright,17.64,18.7,1.4,0.4,1.9,-0.2,-1.2,0.1,1.0,16.44871794871795
6696,Julian Wright,14.3,12.6,-0.4,1.2,0.8,-3.7,-2.1,0.0,2.0,9.73611111111111
6697,Nick Young,22.4,13.1,1.2,-0.1,1.2,-1.1,-4.9,-1.3,2.0,15.978658536585366
6698,Thaddeus Young,34.4,15.3,3.0,2.5,5.5,0.8,0.5,1.7,2.0,24.953333333333333
6699,Arron Afflalo,27.09,10.9,2.8,1.4,4.3,0.8,0.3,1.3,3.0,16.920731707317074
6700,LaMarcus Aldridge,37.46,18.2,5.5,3.3,8.8,0.9,1.6,2.6,4.0,31.794871794871796
6701,Joe Alexander,3.62,2.8,0.0,0.0,0.0,-5.2,-3.7,0.0,2.0,2.15625
6702,Malik Allen,8.94,5.9,-0.3,0.3,0.1,-4.2,-5.0,-0.3,7.0,4.397058823529412
6703,Ray Allen,35.24,15.2,5.1,2.9,7.9,2.3,1.7,2.6,14.0,26.8125
6704,Tony Allen,16.46,14.2,0.2,1.6,1.9,-1.8,0.8,0.6,6.0,12.606481481481481
6705,Rafer Alston,27.33,8.2,-1.6,1.2,-0.4,-2.9,-3.7,-0.6,11.0,17.35576923076923
6706,Lou Amundson,14.78,14.4,1.5,1.3,2.9,-1.0,0.4,0.7,2.0,11.569620253164556
6707,Chris Andersen,22.3,15.8,3.2,2.7,5.9,-1.1,2.1,1.8,6.0,18.24342105263158
6708,David Andersen,14.14,12.1,0.4,0.9,1.3,-2.5,-3.8,-0.4,1.0,10.908730158730158
6709,Ryan Anderson,14.46,18.1,1.7,1.4,3.1,2.3,1.3,0.8,2.0,13.718253968253968
6710,Carmelo Anthony,38.17,22.2,5.6,2.4,7.9,2.7,1.4,2.3,7.0,42.84782608695652
6711,Gilbert Arenas,36.53,18.7,0.9,0.9,1.8,3.8,2.5,1.3,9.0,39.265625
6712,Trevor Ariza,36.51,13.3,0.1,3.1,3.2,0.0,1.3,2.2,6.0,30.854166666666668
6713,Hilton Armstrong,10.15,6.9,-0.5,0.4,-0.1,-6.1,-4.0,-0.2,2.0,6.446969696969697
6714,Carlos Arroyo,22.01,12.3,2.2,1.5,3.7,-1.2,-2.0,0.0,8.0,13.416666666666666
6715,Darrell Arthur,14.28,10.5,-0.1,0.4,0.3,-3.9,-4.3,-0.3,2.0,9.7578125
6716,Chucky Atkins,16.1,8.3,0.2,0.1,0.2,-2.1,-5.8,-0.6,11.0,8.85
6717,D.J. Augustin,18.4,11.2,1.1,1.7,2.8,-0.9,-2.6,-0.2,2.0,12.596875
