,Player,MPG,PER,VORP,BPM,OBPM,WS,OWS,DWS
404,Mason Plumlee,19.445945945945947,16.9,1.4,-0.9544263559049704,-1.6385277139907553,3.6,1.8,1.8
405,Miles Plumlee,16.69090909090909,10.6,-0.1,-4.117319678096555,-6.424100072807901,0.9,0.1,0.8
406,Jakob Poeltl,18.585365853658537,17.5,2.0,2.96565906525466,1.1182023482242562,5.6,3.1,2.4999999999999996
407,Quincy Pondexter,8.521739130434783,4.0,-0.2,-8.517160438086274,-6.169120095388015,-0.2,-0.3,0.09999999999999998
408,Otto Porter,31.584415584415584,18.3,3.4,2.1231355728627923,2.7568570469406444,8.1,5.0,3.0999999999999996
409,Bobby Portis,22.506849315068493,19.7,1.0,-1.205372834368724,1.9103939180705423,3.5,2.0,1.5
410,Kristaps Porzingis,32.354166666666664,20.4,0.5,-2.248619886720702,-1.9494335384252532,3.2,1.4,1.8000000000000003
411,Dwight Powell,21.164556962025316,18.8,2.0,2.2092939742972133,1.0117739400685428,6.6,4.6,2.0
412,Norman Powell,15.17142857142857,8.5,-0.2,-4.052979724697687,-3.7703361553377803,0.6,-0.6,1.2
413,Alex Poythress,4.16,7.8,-0.1,-5.384353148742441,-3.1125621971026667,0.1,0.1,0.0
414,Jacob Pullen,2.0,-2.3,0.0,-17.085949880212222,-11.819783062179521,0.0,0.0,0.0
415,Rodney Purvis,18.125,4.5,-0.4,-9.42782401876238,-6.72763745616945,-0.3,-0.4,0.10000000000000003
416,Zhou Qi,6.888888888888889,1.9,-0.2,-8.959507879345585,-12.808832230855348,-0.3,-0.5,0.2
417,Tim Quarterman,4.333333333333333,2.9,0.0,-11.282695601388559,-10.841269989036581,0.0,0.0,0.0
418,Ivan Rabb,14.333333333333334,16.6,0.1,-2.0628745818023893,-2.698941884085505,1.2,0.7,0.5
419,Julius Randle,26.70731707317073,19.9,1.6,0.38655275670638944,0.03946617148622589,6.6,4.0,2.5999999999999996
420,Zach Randolph,25.559322033898304,17.3,0.1,-0.9870445351165862,-2.451761717799141,1.5,0.3,1.2
421,Xavier Rathan-Mayes,23.6,0.9,-0.3,-11.486955191413116,-7.97818043795581,-0.4,-0.5,0.09999999999999998
422,J.J. Redick,30.228571428571428,15.9,1.1,-1.9178500118540738,1.3858744674196406,6.6,4.8,1.7999999999999998
423,Davon Reed,11.523809523809524,4.8,-0.3,-6.831241152373169,-6.9596173720329215,-0.3,-0.5,0.2
424,Willie Reed,10.19047619047619,19.2,0.1,-3.202287136972687,-2.9401858285489784,1.5,1.0,0.5
425,Josh Richardson,33.19753086419753,13.6,2.3,-0.4707084283445142,-0.5264912284158579,5.4,1.8,3.6000000000000005
426,Malachi Richardson,12.461538461538462,5.9,-0.4,-8.019594694923834,-6.211147172756949,-0.1,-0.2,0.1
427,Austin Rivers,33.721311475409834,12.6,0.6,-0.48761064118613817,0.5498308605400719,2.4,1.4,1.0
428,Andre Roberson,26.58974358974359,10.9,0.9,-0.48907784767037743,-2.549719913088341,2.2,0.8,1.4000000000000001
429,Devin Robinson,13.0,10.5,0.0,-8.842702404814297,-6.430552015096346,0.0,0.0,0.0
430,Glenn Robinson,14.695652173913043,10.8,0.0,-3.582032884321549,-1.2918908678631436,0.6,0.4,0.19999999999999996
431,Rajon Rondo,26.23076923076923,15.3,0.4,-3.0275963924252167,-1.0819473289267298,3.6,1.9,1.7000000000000002
432,Derrick Rose,16.8,11.5,-0.6,-8.711294332513367,-5.983876848090394,-0.2,-0.2,0.0
433,Terrence Ross,25.0,9.9,0.0,-3.6022515810326894,-3.090081052895221,0.3,-0.2,0.5
434,Terry Rozier,25.85,15.1,2.0,1.5454530069994423,-0.49944429701918125,5.6,2.2,3.3999999999999995
435,Ricky Rubio,29.272727272727273,15.4,2.1,-1.6669970995419636,0.300245495994668,5.3,1.5,3.8
436,D'Angelo Russell,25.708333333333332,15.2,0.5,0.6290473319817195,1.5702046723359342,0.4,-0.5,0.9
437,Domantas Sabonis,24.45945945945946,17.5,0.8,-3.45445657092249,-0.7098397216804258,4.7,2.5,2.2
438,JaKarr Sampson,15.636363636363637,13.9,0.1,-2.327090239988097,-3.411113187822295,0.8,0.4,0.4
439,Dario Saric,29.615384615384617,15.8,2.0,0.6576896801988715,0.7126578269138308,6.6,3.8,2.8
440,Tomas Satoransky,22.506849315068493,15.4,1.3,0.6766578193403525,0.03841934029776062,5.0,3.7,1.2999999999999998
441,Dennis Schroder,31.01492537313433,17.3,0.7,-2.3564464468814528,-0.4739287869278943,2.6,1.5,1.1
442,Mike Scott,18.5,13.7,-0.1,-4.573393873928747,-1.3268525631475052,2.5,1.4,1.1
443,Thabo Sefolosha,21.210526315789473,15.8,0.8,-0.2461238208798524,-2.3939030541166364,2.6,1.0,1.6
444,Wayne Selden,19.771428571428572,11.8,-0.4,-6.706135445688825,-2.836996239086588,0.3,0.1,0.19999999999999998
445,Ramon Sessions,14.0,11.2,-0.3,-6.690054014332722,-4.1674902921894414,0.3,0.1,0.19999999999999998
446,Iman Shumpert,19.714285714285715,6.4,-0.1,-4.974410230266159,-3.623105944515145,0.0,-0.2,0.2
447,Pascal Siakam,20.728395061728396,14.5,1.7,1.0004940271624443,-1.6777542327276032,4.7,2.1,2.6
448,Xavier Silas,3.5,-4.9,0.0,-15.964409711880663,-13.524940563545606,0.0,-0.1,0.1
449,Ben Simmons,33.72839506172839,20.0,4.6,2.9836559744269104,-0.019609311679591235,9.2,4.2,4.999999999999999
450,Jonathon Simmons,29.405797101449274,12.7,-0.2,-3.471635369105463,-3.8177526549478786,1.9,0.8,1.0999999999999999
451,Kobi Simmons,20.09375,7.7,-0.6,-6.952142407178911,-5.671475035533115,-0.2,-0.4,0.2
452,Kyle Singler,4.916666666666667,5.9,-0.1,-14.614170206201738,-8.11205033864294,0.0,-0.1,0.1
453,Marcus Smart,29.88888888888889,10.8,0.6,-0.968494965417356,-1.7378146614877563,1.9,-0.6,2.5
454,Dennis Smith,29.695652173913043,12.8,-0.1,-2.8594056592364487,-2.985284547556046,-0.7,-2.4,1.7
455,Ish Smith,24.914634146341463,15.4,0.4,-3.191440749650229,-3.4744452163411688,4.4,2.4,2.0000000000000004
456,J.R. Smith,28.05,8.5,0.2,-2.4325507908030524,-1.5686496507687853,1.4,0.6,0.7999999999999999
457,Jason Smith,8.636363636363637,8.8,-0.3,-7.487328317300213,-6.785714161995907,0.0,-0.2,0.2
458,Josh Smith,4.0,3.5,0.0,-15.193682365562738,-7.940404580079598,0.0,0.0,0.0
459,Tony Snell,27.373333333333335,8.5,0.1,-2.6130573752763255,1.3349860486237384,2.4,1.6,0.7999999999999998
460,Marreese Speights,12.98076923076923,13.7,-0.1,-3.828855093353616,0.2536885957147928,0.6,0.1,0.5
461,Nik Stauskas,12.75609756097561,9.0,-0.3,-6.908324888591497,-1.0871750800993574,0.3,0.1,0.19999999999999998
462,Lance Stephenson,22.5609756097561,12.4,0.0,-3.6130258873204406,-3.1478607558312213,1.8,-0.3,2.1
463,David Stockton,3.0,33.9,0.0,4.294247557207122,12.14435252907688,0.1,0.1,0.0
464,Julyan Stone,7.608695652173913,7.6,0.0,-2.690521954000862,-3.75611744331627,0.3,0.2,0.09999999999999998
465,Edmond Sumner,2.0,39.8,0.0,-6.6258223900387945,2.141105014209117,0.0,0.0,0.0
466,Caleb Swanigan,7.0,7.5,-0.2,-6.110031042711025,-6.515874130968724,0.0,-0.3,0.3
467,Jayson Tatum,30.475,15.3,1.8,-0.062205411451670134,-1.8934093904641454,7.1,3.0,4.1
468,Isaiah Taylor,17.417910447761194,10.9,-1.0,-4.754813144267733,-3.6987441358582216,0.6,0.2,0.39999999999999997
469,Jeff Teague,33.01428571428571,16.4,1.3,-2.18549859590705,2.2808018145380826,4.9,3.4,1.5000000000000004
470,Marquis Teague,24.666666666666668,5.7,-0.1,-8.923545043528598,-8.71093365369037,-0.1,-0.1,0.0
471,Mirza Teletovic,15.9,13.5,0.0,-4.050929718486074,0.8610950751161436,0.3,0.2,0.09999999999999998
472,Garrett Temple,24.846153846153847,10.2,0.1,-2.7130855628178883,-2.3321344917359026,1.2,0.3,0.8999999999999999
473,Milos Teodosic,25.2,11.6,0.2,-1.3058845457199688,-1.0903504257167855,1.4,0.9,0.4999999999999999
474,Jason Terry,15.96078431372549,8.1,0.0,-3.4554265818327066,-3.557412383366501,0.7,0.1,0.6
475,Daniel Theis,14.857142857142858,16.1,1.1,0.5070409104389042,0.15064051746757912,3.5,1.6,1.9
476,Isaiah Thomas,26.9375,12.6,-0.7,-5.976659469873136,-1.5301713138435975,0.2,-0.1,0.30000000000000004
477,Lance Thomas,18.534246575342465,6.3,-0.2,-4.410119250331022,-4.1794292658257195,0.9,0.3,0.6000000000000001
478,Klay Thompson,34.32876712328767,16.1,0.9,-3.9814524592373126,1.6925602329995542,4.9,3.2,1.7000000000000002
479,Tristan Thompson,20.22641509433962,13.6,-0.1,-2.618360487455252,-1.336838646687194,2.5,1.8,0.7
480,Sindarius Thornwell,15.835616438356164,8.2,0.1,-0.596109855369501,-4.375240270516414,1.0,0.1,0.9
481,Anthony Tolliver,22.240506329113924,13.9,1.5,-2.609519578611965,2.0862614290197725,5.3,3.8,1.5
482,Karl-Anthony Towns,35.58536585365854,24.9,5.5,2.057405887460353,4.157011583330711,14.0,10.6,3.4000000000000004
483,P.J. Tucker,27.817073170731707,8.3,1.2,-2.738067965885313,-3.193742702499675,3.9,1.0,2.9
484,Evan Turner,25.746835443037973,9.9,0.1,-3.4729323316133014,-3.4870851538072865,2.6,0.5,2.1
485,Myles Turner,28.246153846153845,16.6,1.3,-0.007599123569299149,-5.244228003014761,4.7,2.2,2.5
486,Ekpe Udoh,12.857142857142858,15.2,1.6,4.055726365418013,-1.0291176232246828,3.2,1.3,1.9000000000000001
487,Tyler Ulis,23.35211267605634,10.1,-1.3,-7.0570800412171835,-3.9018331918320133,-0.2,-0.7,0.49999999999999994
488,Jonas Valanciunas,22.428571428571427,22.5,1.5,0.8376612895236674,-0.8356787758136706,7.6,4.6,3.0
489,Denzel Valentine,27.207792207792206,12.1,0.8,-1.9399703841052975,-0.5652207970766574,2.5,1.0,1.5
490,Fred VanVleet,20.0,15.9,1.5,1.9517134135641132,-0.057234218468365405,4.7,2.7,2.0
491,Rashad Vaughn,7.571428571428571,9.3,-0.1,-6.21217957774313,-1.6583970935487966,0.2,0.1,0.1
492,Noah Vonleh,16.203703703703702,12.8,-0.2,-5.914005210543693,-4.597109735782206,1.6,0.5,1.1
493,Nikola Vucevic,29.526315789473685,19.7,2.0,2.6990171466218653,0.5385965358328731,3.6,1.3,2.3
494,Dwyane Wade,22.925373134328357,15.0,0.0,-2.2992614512465677,-2.612428835782709,1.1,-0.4,1.5
495,Dion Waiters,30.6,10.5,-0.5,-4.803074213078867,-2.798763700492657,0.1,-0.7,0.7999999999999999
496,Kemba Walker,34.2,20.6,3.6,2.948133104731533,4.879592186283997,8.5,6.5,2.0
497,John Wall,34.390243902439025,19.1,1.2,0.8190655212239952,-0.07965438731309082,2.7,1.2,1.5000000000000002
498,Tyrone Wallace,28.366666666666667,10.1,0.0,-3.0970516090719253,-4.782403463767298,0.7,0.2,0.49999999999999994
499,Taurean Waller-Prince,30.048780487804876,12.8,0.8,-1.723128438125924,-1.3120893605127861,2.0,0.0,2.0
500,Derrick Walton,9.1875,11.2,0.1,0.6409016351388688,-2.057862729244763,0.4,0.2,0.2
501,Jameel Warney,9.0,22.6,-0.1,-13.464747224966919,-2.883512831917028,0.1,0.1,0.0
502,T.J. Warren,32.95384615384615,17.6,0.1,-3.9922391384163243,-2.890284407037104,3.4,2.6,0.7999999999999998
503,Travis Wear,13.411764705882353,6.9,-0.2,-6.475367798502572,-4.991507485654336,0.2,0.0,0.2
504,James Webb,12.0,2.2,-0.1,-7.867636005811358,-5.316525987097622,-0.1,-0.1,0.0
505,Briante Weber,13.166666666666666,10.1,0.1,-0.16843272043144253,-4.238913681102313,0.4,0.0,0.4
506,David West,13.684931506849315,20.9,1.3,0.9548258978552768,-1.4333416739205989,3.5,1.8,1.7
507,Russell Westbrook,36.425,24.7,7.5,6.055210193128744,3.787637379481268,10.1,5.5,4.6
508,Andrew White,13.933333333333334,5.8,-0.3,-8.194376524379303,-4.851907085607741,-0.1,-0.2,0.1
509,Derrick White,8.176470588235293,15.9,0.1,-0.5175165091430252,-0.5128893176256901,0.5,0.3,0.2
510,Okaro White,13.333333333333334,8.9,0.0,-4.583890692599509,-2.5191846848909982,0.2,0.1,0.1
511,Isaiah Whitehead,11.25,11.5,-0.2,-7.1127759739496135,-0.6808196392793446,-0.1,-0.3,0.19999999999999998
512,Hassan Whiteside,25.25925925925926,24.1,0.8,-1.3676559934426165,-1.8934401055076484,5.3,2.3,3.0
513,Andrew Wiggins,36.329268292682926,13.0,-0.4,-6.068280765902565,-2.7751683026402643,2.1,0.5,1.6
514,Jacob Wiley,6.6,8.2,0.0,-4.6972923015143495,-5.929872970215012,0.1,0.0,0.1
515,Damien Wilkins,8.0,4.9,-0.2,-9.127885154835244,-3.6631335693914466,-0.1,-0.1,0.0
516,Alan Williams,14.0,9.3,0.0,-7.230828443893253,-6.047068602178527,0.0,-0.1,0.1
517,C.J. Williams,18.605263157894736,9.5,0.1,-4.432431492970807,-0.8784906635437721,0.7,0.3,0.39999999999999997
518,Derrick Williams,4.5,-3.2,0.0,-20.00806628843331,-11.240808860396333,0.0,0.0,0.0
519,Lou Williams,32.77215189873418,20.2,2.0,0.9290896336035186,2.510095908978337,6.7,5.5,1.2000000000000002
520,Marvin Williams,25.71794871794872,13.9,1.9,0.44311091900076094,-0.856571265339908,5.0,3.1,1.9
521,Matt Williams,3.6666666666666665,-0.7,0.0,-17.848169331454113,-8.840826302265572,0.0,-0.1,0.1
522,Troy Williams,14.619047619047619,15.1,0.2,-0.17649131565589404,-0.45940397292297397,0.5,0.2,0.3
523,D.J. Wilson,3.227272727272727,10.3,0.0,-6.297221860764372,-4.507657665266786,0.1,0.0,0.1
524,Jamil Wilson,18.266666666666666,11.4,0.1,-1.8269781852562608,-1.3526733708796699,0.5,0.4,0.09999999999999998
525,Justise Winslow,24.705882352941178,11.5,0.4,-1.9572791758867476,-3.456118262043234,2.6,0.2,2.4
526,Jeff Withey,4.333333333333333,8.3,-0.1,-14.075136963815025,-10.738641415614868,0.0,-0.1,0.1
527,Nate Wolters,3.8,-2.9,0.0,-14.281103846049724,-10.429913745949133,-0.1,-0.1,0.0
528,Brandan Wright,13.607142857142858,19.0,0.3,0.7151355946088075,-2.4343280013787627,1.3,0.8,0.5
529,Delon Wright,20.768115942028984,16.5,1.7,1.2069464880329521,-1.4147492479066168,4.5,2.5,2.0
530,Guerschon Yabusele,7.121212121212121,12.3,0.1,-2.2420984741594436,-3.0592671990088887,0.6,0.3,0.3
531,James Young,10.166666666666666,4.6,-0.1,-7.581810852473261,-4.325642189269512,0.1,0.0,0.1
532,Joe Young,10.528301886792454,10.1,-0.4,-4.556986363271543,-4.3543933269051855,0.5,0.1,0.4
533,Nick Young,17.4125,10.0,-0.6,-4.7930621756506895,-2.997283820787538,1.7,0.8,0.8999999999999999
534,Thaddeus Young,32.18518518518518,14.8,2.3,-1.0999136981557913,-0.28753842632495175,5.5,2.3,3.2
535,Cody Zeller,19.0,15.9,0.4,-1.7454777863229116,-1.8731034160507876,1.9,1.2,0.7
536,Tyler Zeller,16.803030303030305,16.0,0.1,-3.703021042593393,-1.230449549220852,2.9,2.0,0.8999999999999999
537,Paul Zipser,15.25925925925926,5.2,-0.8,-8.682726350417564,-6.08754843998154,-0.6,-1.2,0.6
538,Ante Zizic,6.6875,24.2,0.1,-0.877104921924586,0.6571542535781985,1.0,0.9,0.09999999999999998
539,Ivica Zubac,9.534883720930232,15.3,0.0,-2.7168081637067947,-4.076949586391031,1.0,0.5,0.5
